title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Dance Dance Revolution Extreme 2,PS2,Simulation,Activision,3,5,9,216,1.14,0.95,4.36,0.04,6.49,3.19,2005
Dance Dance Revolution Extreme (Japan),PS2,Simulation,Electronic Arts,6,5,2,46,3.9,1.3,4.37,1.88,11.45,2.27,2003
Dance Dance Revolution Extreme,PS2,Simulation,Omega,9,10,6,198,2.13,1.04,1.85,0.81,5.83,4.99,2004
BeatMania IIDX 9th Style,PS2,Simulation,Amazon Game Studios,4,4,9,270,1.59,2.88,1.73,6.02,12.22,0.01,2005
BeatMania IIDX 8th Style,PS2,Simulation,IBM,5,10,10,51,7.05,3.9,2.15,5.08,18.18,5.44,2004
BeatMania IIDX 7th Style,PS2,Simulation,Frontier Developments,2,1,6,147,3.35,4.31,5.77,4.31,17.74,3.3,2004
BeatMania IIDX 6th Style  New Songs Collection,PS2,Simulation,Ubisoft,10,1,2,84,4.12,3.92,5.91,1.88,15.83,4.7,2002
BeatMania IIDX 5th Style  New Songs Collection,PS2,Simulation,Sony Computer Entertainment,10,10,1,242,2.9,3.06,3.84,2.29,12.09,6.43,2001
BeatMania IIDX 4th Style  New Songs Collection,PS2,Simulation,Activision,2,5,5,130,3,3.79,0.05,3.11,7,1.42,2001
BeatMania IIDX 3rd Style,PS2,Simulation,Electronic Arts,9,5,7,270,3,4.4,0.05,1.19,5.69,6.89,2000
Overclocked  A History of Violence,PC,Adventure,Ubisoft,3,6,10,135,6.62,1.24,1.15,3.44,12.45,3.78,2008
DiRT Jockey  Heavy Equipment Operator,PSN,Simulation,Ubisoft,9,8,2,149,2.43,5.73,2.85,1.44,12.45,6.84,2010
Warpath,PC,Shooter,Amazon Game Studios,5,6,10,92,2.83,2.42,1.24,5.94,12.43,1.15,2006
The Lions Song,Linux,Adventure,Activision,9,1,1,95,1.33,1.66,5.4,4.04,12.43,5.45,2016
Gin no Eclipse,PS2,Adventure,Frontier Developments,7,2,10,36,1.11,4.07,1.61,5.64,12.43,5.49,2008
J League Pro Soccer Club o Tsukurou  5,PS2,Sports,Omega,5,10,1,212,3,5.69,0.19,6.35,12.42,2.64,2007
The Movies  Stunts & Effects,PC,Simulation,Activision,9,7.9,4,198,5.1,2.65,2.32,2.34,12.41,6.27,2006
BeatMania IIDX 10th Style,PS2,Simulation,Electronic Arts,9,6,9,47,5.01,1.74,3.69,2.69,13.13,6.87,2005
BeatMania Da Da Da   The Best Da,PS2,Simulation,Omega,6,10,7,17,5.02,3.34,3.43,6.33,18.12,4.76,2002
BeatMania Da Da Da  ,PS2,Simulation,Amazon Game Studios,4,8,6,154,3.29,3.57,1.54,1.42,9.82,5.6,2001
Suki Desu Suzuki kun   4 nin no Suzuki kun,DS,Adventure,Activision,10,2,9,250,2.56,4.05,1.83,3.97,12.41,6.74,2010
AirForce Delta Strike,PS2,Simulation,Frontier Developments,6,4,9,108,3,0.05,3.09,0.04,3.29,4.73,2004
Emerald City Confidential,PC,Adventure,Sony Computer Entertainment,9,8,3,175,2.24,2.24,3.84,4.09,12.41,3.81,2009
Call of Duty 4  Modern Warfare,PS3,Shooter,Activision,1,9.5,9.6,3,6.72,3.13,0.28,2.27,12.4,4.41,2007
Godzilla Unleashed,PS2,Fighting,Sony Computer Entertainment,3,4.3,4,170,4.85,1.76,2.17,3.62,12.4,3.57,2007
Whos Your Daddy?,PC,Simulation,Activision,7,3,7,282,1.93,3.54,3.83,3.1,12.4,0.03,2019
Neopets  Codestone Quest,PC,Puzzle,Omega,5,2,3,62,3.7,2.13,4.54,2.03,12.4,0.02,2007
Scared Rider Xechs  Stardust Lovers,PS2,Adventure,Amazon Game Studios,7,5,1,174,2.08,2.01,1.63,6.68,12.4,0.04,2011
Evolution GT,PC,Racing,Sony Computer Entertainment,1,10,7,194,6.67,1.44,2.7,1.58,12.39,0.03,2006
VEMPIRE,PSN,Puzzle,Amazon Game Studios,5,6,1,17,1.12,3.92,1.36,5.99,12.39,0.05,2009
Naruto Shippuden  Ultimate Ninja Storm 3,PS3,Fighting,Sony Computer Entertainment,7,5,4,1.24,4.63,2.52,1.54,3.7,12.39,0.01,2013
Tennis no Oji Sama  2005 Crystal Drive,DS,Sports,Sony Computer Entertainment,8,1,5,159,3,4.54,0.05,2.49,7.13,0.02,2004
The Way,Linux,Adventure,Frontier Developments,7,8,7,35,2.99,2.33,4.59,2.48,12.39,0.02,2016
Boku wa Koukuu Kanseikan  Airport Hero Naha,PSN,Simulation,IBM,8,3,9,69,1.23,4.25,2.25,4.66,12.39,0.03,2010
Professor Heinz Wolffs Gravity,DS,Puzzle,Frontier Developments,10,2,9,21,3,0.04,5.86,6.43,12.38,5.92,2009
The Woodleys Summer Sports,DS,Sports,Sony Computer Entertainment,2,1,6,242,1.78,3.66,1.03,5.91,12.38,0.84,2008
Power Pro Kun Pocket 8,DS,Sports,IBM,9,6,7,243,3,1.65,0.14,1.45,3.38,5.95,2005
Brian Cloughs Football Fortunes,PC,Sports,Ubisoft,10,7,7,268,1.99,6.12,2.57,1.7,12.38,1.1,2006
Chronicles of Mystery  The Tree of Life,PC,Puzzle,Ubisoft,8,9,7,10,2.35,4.23,4.52,1.27,12.37,1.01,2009
Lets Play Garden,DS,Simulation,Amazon Game Studios,9,2,9,270,3,0.1,5.32,6.84,12.37,2.17,2010
Amazing Adventures  The Forgotten Dynasty,PC,Puzzle,Ubisoft,10,3,10,136,1.35,3.91,3.57,3.54,12.37,0.01,2011
Power Pocket Koushien,DS,Sports,Electronic Arts,2,2,6,221,3,3.49,0.1,1.86,5.55,0.01,2005
Ether One,PS4,Adventure,IBM,7.8,9,2,239,3.02,2.54,4.67,2.14,12.37,0.02,2016
Feudal Alloy,PC,Board Game,Electronic Arts,6,6,7,5,7.2,1.71,1.6,1.85,12.36,1.57,2019
Piyotama (PSP),PSN,Puzzle,Omega,6,4,5,214,3.18,3.05,4.81,1.32,12.36,6.21,2010
World Soccer Winning Eleven 8 International,PC,Sports,Frontier Developments,3,1,10,139,7.9,4.67,4.29,1.94,18.8,3.51,2005
World Soccer Winning Eleven 7 International,PC,Sports,Ubisoft,5,9.1,4,219,3.33,3.34,1.12,1.69,9.48,4.79,2004
Turbo Prop Racing,PSN,Racing,Frontier Developments,3,4,10,80,3.97,3.85,2.52,2.02,12.36,4.49,2009
Wolfenstein 3D,PSN,Shooter,Activision,6,2,9,276,3.44,3.09,4.32,1.5,12.35,2.66,2009
Serious Sam VR  The Last Hope,PC,Shooter,Frontier Developments,6,6,8,67,6.02,3.06,1.11,2.16,12.35,4.42,2017
Flight Control HD,PC,Simulation,Ubisoft,10,1,3,0.11,4.21,1.05,1.03,6.05,12.34,4.71,2010
Penny Arcade Adventures  On the Rain Slick Precipice of Darkness Episode One,PC,Adventure,Electronic Arts,8,1,9,0.16,4.85,4.4,1.33,1.76,12.34,3.15,2008
International Superstar Soccer 3,PC,Sports,IBM,2,8,7,16,6.72,1.81,5.82,6.39,20.74,5.28,2003
ESPN NFL Primetime 2002,PC,Sports,Ubisoft,10,3,1,22,4.89,3.47,4.16,1.34,13.86,3.94,2002
OutRun2 SP Special Tours,PS2,Racing,Sony Computer Entertainment,4,5,3,291,1.11,4.18,2.53,4.52,12.34,3.4,2007
World Soccer Winning Eleven 2002,PS,Sports,Activision,3,1,10,6,3,2.73,0.12,2.6,5.58,4.92,2002
World Soccer Jikkyou Winning Eleven 2000  U 23 Medal heno Chousen,PS,Sports,Electronic Arts,5,6,2,231,3,3.16,0.39,6.86,10.82,0.1,2001
Whistle  Fuki Nukeru Kaze,PS,Sports,Omega,2,2,10,269,1.6,4.29,5.13,1.38,12.4,2.49,2003
Tennis no Oji Sama  Sweat & Tears,PS,Sports,Amazon Game Studios,2,10,3,218,7.52,4.3,2.4,6.8,21.02,2.49,2002
Tennis no Oji Sama,PS,Sports,IBM,6,7,2,5,3.97,1.37,3.11,3.12,11.57,2.8,2002
Pro Evolution Soccer,PS,Sports,Frontier Developments,1,9,6,56,4.24,2.38,5.2,1.5,13.32,2.02,2002
No.1 Muscle Ranking   Kinniku Banzuke Vol.3  Saikyou no Challenger Tanjyou ,PS,Sports,Ubisoft,6,3,1,37,6.65,3.48,1.08,6.73,17.94,1.63,2000
No.1 Muscle Ranking   Kinniku Banzuke Vol. 2  Aratanarugenkai Enochousen ,PS,Sports,Sony Computer Entertainment,9,2,5,261,3,2.63,0.14,2.3,5.22,1.18,2000
NHL Blades of Steel 2000,PS,Sports,Activision,2,2,5,221,3,0.02,3.35,0.01,3.42,2.86,2000
NBA In The Zone 2000,PS,Sports,Electronic Arts,4,3,1,20,3,0.12,4.99,0.08,5.4,0.01,2000
J League Jikkyou Winning Eleven 2001,PS,Sports,Omega,5,7,5,60,5.58,2.11,1.2,6.88,15.77,0.01,2001
J League Jikkyou Winning Eleven 2000,PS,Sports,Amazon Game Studios,10,7,1,247,3,2.29,0.15,1.94,4.54,0.03,2000
Jikkyou Powerful Pro Yakyuu Premium Ban,PS,Sports,IBM,3,5,7,58,2.95,2.86,2.12,5.61,13.54,0.01,2003
Jikkyou Powerful Pro Yakyuu 2002 Haru,PS,Sports,Frontier Developments,7,1,1,278,6.01,4.19,4.88,5.68,20.76,0.03,2002
Jikkyou Powerful Pro Yakyuu 2001 Ketteiban,PS,Sports,Ubisoft,9,4,8,298,4.37,2.28,3.08,2.06,11.79,0.17,2001
Jikkyou Powerful Pro Yakyuu 2001,PS,Sports,Sony Computer Entertainment,9,4,3,236,3,3.01,0.23,2.42,5.9,0.03,2001
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,Sports,Activision,1,9,7,254,3,4.36,0.08,1.26,5.79,0.02,2000
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,Sports,Electronic Arts,6,6,6,204,3,2.88,0.27,5.7,9.14,3.31,2000
ISS Pro Evolution,PS,Sports,Omega,7,9,1,110,3,4.76,0.71,3.93,10.16,3.3,2000
Captain Tsubasa  Aratanaru Densetsu Joshou,PS,Sports,Amazon Game Studios,4,8,5,45,3,1.72,0.08,6.56,8.45,6.08,2002
Baseball Simulation  ID Pro Yakyuu,PS,Sports,IBM,10,6,8,212,5.08,4.6,4.76,2.59,17.03,1.21,2001
WTA Tour Tennis,PS2,Sports,Frontier Developments,3,4,1,145,3,0.03,4.84,0.02,4.94,0.02,2002
Out of the Park Baseball 9,PC,Sports,Activision,3,7,2,190,6.51,3.15,1.49,1.18,12.33,4.1,2008
Numba,PSN,Puzzle,Ubisoft,7,1,3,174,4.02,4.79,2.08,1.43,12.32,4.6,2010
World Soccer Winning Eleven 8  Liveware Evolution,PS2,Sports,Activision,2,5,3,253,3,4.35,0.47,6.5,11.79,4.42,2005
World Soccer Winning Eleven 8 International,PS2,Sports,Electronic Arts,9,9.3,10,2,3.85,0.16,1.12,1.89,7.02,1.82,2005
World Soccer Winning Eleven 7 International (JP version),PS2,Sports,Omega,3,9,3,190,3,1.14,0.54,5.82,8.04,2.77,2004
World Soccer Winning Eleven 7 International,PS2,Sports,Amazon Game Studios,9,9.2,2,117,2.9,0.08,1.13,1.24,5.35,2.75,2004
World Soccer Winning Eleven 7,PS2,Sports,IBM,4,10,2,69,3,0.12,2.67,0.09,3.12,5.65,2003
World Soccer Winning Eleven 6 International,PS2,Sports,Electronic Arts,4,1,5,287,2.99,0.12,1.16,1.26,5.53,3.75,2003
World Soccer Winning Eleven 6 Final Evolution,PS2,Sports,Omega,5,5,1,248,6.46,4.62,5.77,2.98,19.83,4.38,2002
World Soccer Winning Eleven 5 Final Evolution,PS2,Sports,Amazon Game Studios,2,9,8,85,3,4.97,0.45,2.78,8.65,4.96,2001
World Soccer Winning Eleven 5 Final Evolution,PS2,Sports,IBM,10,10,6,220,2.11,1.23,5.49,2.56,11.39,3.95,2001
Puzzle Series Vol.7  Crossword 2,DS,Puzzle,Electronic Arts,5,6,7,49,1.44,3.28,2.91,4.69,12.32,1.05,2006
Cookie Shop,DS,Simulation,Ubisoft,3,9,4,255,3.96,2.83,3.43,2.1,12.32,3,2009
The Baseball 2003  Akikigou,PS2,Sports,Sony Computer Entertainment,10,8,9,259,7.02,4.65,3.87,4.62,20.16,3,2003
The Baseball 2003,PS2,Sports,Activision,6,1,10,267,6.39,2.18,1.64,1.18,11.39,3,2003
The Baseball 2002,PS2,Sports,Electronic Arts,2,7,3,208,2.25,2.08,5.46,1.88,11.67,3,2002
Tennis no Oji Sama  Sweat & Tears 2,PS2,Sports,Omega,8,5,9,253,5.18,2.25,4.21,1.77,13.41,3,2003
Tennis no Oji Sama  Smash Hit  2,PS2,Sports,Amazon Game Studios,4,9,3,71,1.6,3.22,2.32,6.29,13.43,3,2003
Tennis no Oji Sama  Smash Hit ,PS2,Sports,IBM,7,3,6,58,1.18,1.32,3.97,6.33,12.8,3,2003
Tennis no Oji Sama  Saikyou Team o Kessei Seyo ,PS2,Sports,Frontier Developments,7,7,3,13,4.88,1.41,4.4,1.12,11.81,2.18,2004
Tennis no Oji Sama  Rush & Dream ,PS2,Sports,Ubisoft,5,5,2,148,2.92,4.49,1.11,5.35,13.87,4.3,2004
Space Quest Collection,PC,Adventure,Activision,5,2,5,235,2.9,1.58,4.06,3.78,12.32,1.92,2006
Five Nights at Freddys  Sister Location,PC,Simulation,Activision,7,8,5,5,7.17,1.43,2.43,1.28,12.31,7.51,2016
My Traffic X,PC,Simulation,Activision,6,1,3,100,2.34,4.12,4.6,1.24,12.3,3,2007
Heckabomb,PC,Shooter,Ubisoft,10,2,4,0.14,5.26,2.86,2.96,1.22,12.3,3.94,2015
Sunrider  First Arrival,PC,Adventure,Frontier Developments,10,1,7,167,1.06,5.75,4.38,1.11,12.3,7.37,2014
Plus Plum 2 Again,PS2,Puzzle,Amazon Game Studios,1,3,2,204,1.1,2.16,4.75,4.29,12.3,3.33,2006
Pro Yakyuu Spirits 2004 Climax,PS2,Sports,Frontier Developments,7,10,4,108,1.36,3.44,4.42,3.89,13.11,6.99,2004
Pro Yakyuu Spirits 2004,PS2,Sports,Ubisoft,2,2,4,226,4.41,1.95,2.86,4.16,13.38,1.48,2004
Pro Yakyuu Spirits 2,PS2,Sports,Sony Computer Entertainment,7,8,5,62,6.32,2.87,3.98,2.06,15.23,1.78,2005
Football Manager 2020,iOS,Simulation,Ubisoft,4,9,1,177,1.3,4.9,2.42,3.68,12.3,2.02,2008
Bliss Island,PSN,Puzzle,Electronic Arts,4,5.7,5,289,2.77,3.3,3.21,3,12.28,6.06,2009
Astroslugs,PC,Puzzle,IBM,9,4,4,300,3.99,3.18,3.68,1.42,12.27,6.58,2011
Pro Evolution Soccer,PS2,Sports,Amazon Game Studios,1,8,7,227,1.75,0.06,0.53,0.9,3.24,7.35,2001
Jewels Ocean  Star of Sierra Leone,PS2,Adventure,Frontier Developments,7,1,7,263,1.14,1.37,3.9,5.86,12.27,3.83,2006
NBA Starting Five,PS2,Sports,Frontier Developments,10,4,6,296,3,0.09,4.74,0.07,5.08,1.86,2002
Muscle Ranking   Kinniku Banzuke  Muscle Wars 21,PS2,Sports,Ubisoft,4,9,5,227,7.89,2.47,2.63,2.14,15.13,3.95,2001
K 1 World Grand Prix,PS2,Sports,Sony Computer Entertainment,2,1,2,35,3,0.04,0.1,0.03,0.35,2.18,2003
J League Winning Eleven 9  Asia Championship,PS2,Sports,Activision,7,5,10,245,3,1.59,0.11,5.14,6.95,5.56,2005
RTL Biathlon 2009,PC,Sports,Frontier Developments,4,4,9,20,1.13,4.86,4.01,2.27,12.27,2.5,2008
Dangerous Driving,PS4,Racing,Omega,7,3,2,294,1.05,2.06,2.49,6.66,12.26,1.79,2019
Germanys Next Topmodel 2010,PC,Simulation,Activision,6,8,6,113,1.52,4.06,1.39,5.28,12.25,3.1,2010
Need for Speed Heat,PS4,Racing,Electronic Arts,8,6,1,203,5.51,1.16,2.46,3.12,12.25,5.92,2019
Jikkyou World Soccer 2002,PS2,Sports,Frontier Developments,9,7,4,14,3,2.03,0.04,1.57,3.68,4.51,2002
Jikkyou World Soccer 2000 Final Edition,PS2,Sports,Ubisoft,1,4,8,167,3,3.82,0.66,6.43,11.57,5.64,2000
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,Sports,Sony Computer Entertainment,7,10,2,117,3,4.69,0.09,6.87,11.74,5.09,2002
Jikkyou Powerful Pro Yakyuu 9,PS2,Sports,Activision,4,8,3,246,3,2.26,0.44,4,7.14,5.41,2002
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,Sports,Electronic Arts,4,3,7,6,3,2.78,0.12,2.2,5.22,5.61,2001
Jikkyou Powerful Pro Yakyuu 8,PS2,Sports,Omega,7,4,9,265,3,1.51,0.29,3.76,5.85,4.92,2001
Jikkyou Powerful Pro Yakyuu 7 Ketteiban,PS2,Sports,Amazon Game Studios,9,9,8,26,1.75,3.23,4.5,1.74,11.22,3.49,2000
Jikkyou Powerful Pro Yakyuu 7,PS2,Sports,IBM,2,5,6,287,3,3.62,0.35,5.27,9.59,1.39,2000
Slipstream 5000,PC,Racing,IBM,8,6,3,144,4.27,1.16,4.84,1.98,12.25,5.87,2011
Mystereet Fan Disc  Detective Vacation,PC,Adventure,Sony Computer Entertainment,6,6,7,86,4,3.68,3.55,1.01,12.24,5.2,2006
Ferrari Challenge Trofeo Pirelli,PS3,Racing,Activision,2,5,8,40,2.19,3.41,3.09,3.55,12.24,3.79,2008
Yukkuri Tanoshimu Otona no Jigsaw Puzzle DS  Sekai no Meiga 1  Renaissance  Baroque no Kyoshou,DS,Puzzle,IBM,4,4,10,124,4.76,2.06,1.03,4.39,12.24,5.28,2007
Moto Racer 4,PC,Racing,Activision,8,8,5,275,1.5,2.31,3.94,4.49,12.24,4.87,2016
Infinity Plus,PS2,Adventure,IBM,3,5,3,46,1.53,3.49,1.64,5.57,12.23,4.86,2008
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,Sports,Amazon Game Studios,7,5,6,27,3,2.54,0.11,3.59,6.35,5.64,2005
Jikkyou Powerful Pro Yakyuu 12,PS2,Sports,IBM,9,5,4,229,3,1.71,0.45,6.2,8.81,5.98,2005
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,PS2,Sports,Frontier Developments,6,7,2,298,4.86,1.37,2.33,4.28,12.84,2.85,2004
Jikkyou Powerful Pro Yakyuu 11,PS2,Sports,Ubisoft,5,9,5,192,3,3.15,0.42,3.88,7.87,4.98,2004
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban  2003 Memorial,PS2,Sports,Sony Computer Entertainment,5,9,5,56,3,3.26,0.2,3.04,6.7,5.4,2003
Jikkyou Powerful Pro Yakyuu 10,PS2,Sports,Activision,10,3,5,112,3,4.34,0.51,3.44,8.8,4.1,2003
Nakadasi Oni,PC,Adventure,Activision,10,7,3,127,2.7,1,5.46,3.06,12.22,4.99,2010
Fabulous Finds,PC,Puzzle,Sony Computer Entertainment,4,10,3,179,2.21,2.57,4.23,3.21,12.22,4.91,2009
International Superstar Soccer 3,PS2,Sports,Amazon Game Studios,1,9,3,47,1.04,2.04,5,3.83,11.91,3.02,2003
International Superstar Soccer 2000,PS2,Sports,IBM,8,2,10,16,3,3.48,0.2,2.22,6.1,3.95,2000
International Superstar Soccer 2,PS2,Sports,Frontier Developments,10,10,2,255,5.46,2.01,3.9,2.36,13.73,5.61,2002
Fishermans Challenge,PS2,Sports,Ubisoft,9,4,9,162,3,0.02,1.88,0.02,1.96,4.32,2003
Evolution Snowboarding,PS2,Sports,Sony Computer Entertainment,6,3,9,52,3,0.01,4.06,0.01,4.1,3.87,2002
Evolution Skateboarding,PS2,Sports,Activision,5,6,7,239,3,0.13,2.82,0.1,3.31,3.21,2002
ESPN X Games Skateboarding,PS2,Sports,Electronic Arts,10,5,10,278,3,0.18,4.13,0.14,4.81,4.97,2001
ESPN Winter X Games  Snowboarding 2002,PS2,Sports,Omega,4,6,10,207,3,0.1,3.41,0.08,3.8,5.93,2000
ESPN NFL PrimeTime 2002,PS2,Sports,Amazon Game Studios,9,6,10,57,3,0.04,1.41,0.03,1.56,4.99,2001
ESPN NBA 2Night 2002,PS2,Sports,IBM,6,10,9,294,3,0.02,3.95,0.01,4.01,5.76,2002
ESPN NBA 2Night,PS2,Sports,Frontier Developments,9,2,10,14,3,0.05,5.58,0.04,5.76,4.85,2001
ESPN National Hockey Night,PS2,Sports,Ubisoft,6,3,5,298,3,0.03,4.63,0.03,4.76,3.93,2001
ESPN International Winter Sports 2002,PS2,Sports,Sony Computer Entertainment,9,8,5,197,3,0.03,3.53,0.02,3.64,3.33,2002
ESPN International Track & Field,PS2,Sports,Activision,7,5,2,88,3,0.09,3.22,0.07,3.57,1.84,2000
Dear Boys  Fast Break ,PS2,Sports,Electronic Arts,4,3,4,273,6.37,1.48,2.67,5.75,16.27,3.18,2003
Feudal Alloy,PS4,Board Game,Ubisoft,9,4,8,191,4.39,1.91,4.45,1.45,12.2,3.43,2019
1942  Joint Strike,PSN,Shooter,Sony Computer Entertainment,6.6,7,4,277,3.71,1.81,2.39,4.29,12.2,1.26,2008
Gemsweeper,PC,Puzzle,Frontier Developments,8,7,3,171,1.92,1.47,3.64,5.17,12.2,2.66,2007
Go Kart Rally,PS2,Racing,IBM,2,4,6,18,1.63,4.85,3.74,1.98,12.2,4.08,2007
Oni Mari.,PC,Adventure,Omega,10,6,3,135,2.93,2.02,1.58,5.66,12.19,5.14,2010
Simple DS Series Vol. 43  The Host Shiyouze  DX Knight King,DS,Simulation,Electronic Arts,7,7,4,111,4,4.4,1.94,1.85,12.19,5.93,2009
All Star Slammin D Ball,PSN,Sports,Frontier Developments,9,9,7,83,5.33,2.5,2.61,1.75,12.19,5.69,2010
Nitrobike,PS2,Racing,Ubisoft,3,2,7,246,3.6,1.37,1.27,5.95,12.19,6,2008
Army Men  Major Malfunction,PS2,Shooter,Frontier Developments,7,3,4,44,4.88,1.96,3.63,1.72,12.19,4.22,2018
iCarly  iDream in Toons,PC,Adventure,Ubisoft,4,4,10,152,2.65,1.39,4.52,3.62,12.18,4.35,2009
Vane,PS4,Adventure,Amazon Game Studios,6,1,5,252,5.83,2.63,1.6,2.12,12.18,5.6,2019
Murder Miners,PC,Shooter,Sony Computer Entertainment,9,8,10,0.42,5.8,2.87,1.94,1.57,12.18,5.12,2014
Supersonic Acrobatic Rocket Powered Battle Cars,PSN,Sports,Activision,6.3,1,1,191,3.01,3.36,3.77,2.04,12.18,3.86,2008
Boku wa Koukuu Kanseikan 3  Tokyo Dream Gateway,PC,Simulation,Ubisoft,7,5,5,148,4.77,2.19,3.02,2.2,12.18,6,2010
Wappy Dog,DS,Simulation,Activision,6,6,6,47,3,0.26,4.78,6.85,12.17,3.16,2011
Kurokami Otome Tai Eksusute ,PC,Adventure,Amazon Game Studios,3,1,5,224,2.16,4.42,2.85,2.74,12.17,5.4,2007
Out of the Park Baseball 16,PC,Simulation,Ubisoft,10,6,4,294,4.63,2.92,3.48,1.14,12.17,5.95,2015
Dark Fall  Lights Out   The Directors Cut Edition,PC,Adventure,Omega,2,3,1,24,1.63,2.3,3.51,4.72,12.16,5.84,2009
Sky Force Reloaded,PS4,Shooter,Omega,9,5,5,144,1.53,2.72,1.15,6.76,12.16,5.9,2017
Ace Combat Zero  The Belkan War,PS2,Simulation,Amazon Game Studios,7,7.5,4,0.79,7.43,2.45,1.05,1.23,12.16,4.25,2006
Days of Memories 2,DS,Adventure,Amazon Game Studios,2,9,10,22,1.25,3.22,1.88,5.81,12.16,5.46,2008
Fairyland Melody Magic,DS,Adventure,Amazon Game Studios,3,4,8,44,1.47,3.37,2.13,5.19,12.16,3.19,2009
Blood Bowl,PSN,Sports,IBM,6,5,8,235,1.73,4.53,2.7,3.19,12.15,2.27,2010
Guerrilla Strike,PS2,Simulation,Ubisoft,2,2,6,159,4.29,1.6,1.3,4.96,12.15,5.28,2006
Flock ,PSN,Puzzle,Activision,4,6,7,219,2.21,3.66,2.55,3.72,12.14,5.63,2009
Ever17 〜the out of infinity〜 Premium Edition,PSN,Adventure,Electronic Arts,7,5,9,35,2.54,4.18,2.14,3.28,12.14,5,2009
RailWorks  Tornado Edition,PC,Simulation,Omega,9,1,10,24,1.36,1.68,5.58,3.52,12.14,2.74,2009
Bleach  Blade Battlers 2nd,PS2,Fighting,Electronic Arts,9,1,8,248,3,7.15,0.06,4.87,12.14,5.81,2007
Strong Bads Cool Game for Attractive People Episode 2  Strong Badia the Free,PC,Adventure,Sony Computer Entertainment,8,8.2,6,217,1.26,3.91,2.6,4.37,12.14,5.18,2008
Warhammer 40 000  Kill Team,PSN,Shooter,IBM,6,5,1,289,1.74,4.83,3.85,1.72,12.14,3.6,2011
Jump Force,PC,Fighting,Activision,9,3,10,283,2.17,2.74,2.51,4.71,12.13,4.52,2019
Madden NFL 09,DS,Sports,Frontier Developments,1,7,8,145,3,0.3,5.78,5.73,12.13,2.88,2008
SUPERHOT,Linux,Shooter,Sony Computer Entertainment,6,1,1,10,4.09,1.08,2.9,4.06,12.13,4.64,2016
Max Surfing 2nd,PS,Sports,Amazon Game Studios,4,5,2,212,1.6,2.58,5.26,6.25,15.69,3.55,2000
Back to the Future  The Game   Episode I  Its About Time,PSN,Adventure,Sony Computer Entertainment,8,4,4,92,1.52,6.53,2.92,1.15,12.12,5.5,2011
Star Trek  Encounters,PS2,Simulation,Activision,10,6,9,87,2.77,1.41,3.73,4.2,12.11,4.4,2006
ATV Monster Truck Mayhem,DS,Racing,Frontier Developments,5,7,6,296,3,0.33,5.59,5.83,12.11,5.95,2007
Myth Makers  Super Kart GP,PS2,Racing,Electronic Arts,3,4,3,121,5.52,1.46,1.6,3.53,12.11,3.4,2007
Fatal Fury  Battle Archives Volume 2 (JP sales),PS2,Fighting,Sony Computer Entertainment,3,7,8,149,3,6.79,0.01,5.3,12.11,3.26,2008
Nightmares From The Deep  The Cursed Heart,PS4,Puzzle,Electronic Arts,10,5,8,237,4.09,3.78,1.81,2.42,12.1,4.92,2016
Ochaken no Heya DS 3,DS,Simulation,Electronic Arts,6,3,4,266,4.75,1.7,1.14,4.51,12.1,3.39,2008
DELTARUNE,PS4,Adventure,Omega,10,8,8,235,2.03,2.62,5.64,1.81,12.1,5.86,2019
ACA NEOGEO SAMURAI SHODOWN,PS4,Fighting,Omega,6,9,5,229,1.07,4.21,4.1,2.71,12.09,4.09,2016
Me & My Katamari,PSN,Puzzle,Frontier Developments,5,2,3,296,7.65,1.63,1.51,1.3,12.09,3.28,2009
Routes,PC,Adventure,Ubisoft,2,9,3,105,5.03,4.75,1.03,3.32,14.13,5.66,2003
DokiDoki Majo Shinpan  2,DS,Adventure,Sony Computer Entertainment,5,7,4,113,3,7.93,0.03,4.1,12.09,5.35,2008
State Shift,PSN,Racing,Electronic Arts,1,6,5,143,4.43,2.57,2,3.08,12.08,5.36,2009
Edna & Harvey  Harveys New Eyes,PC,Adventure,Sony Computer Entertainment,10,9,10,0.22,2.31,3.46,4.53,1.78,12.08,5.33,2011
Sengoku Rance,PC,Adventure,Ubisoft,6,8,4,211,3.8,3.45,2.49,2.33,12.07,5.94,2006
Zoo Vet,PC,Simulation,Amazon Game Studios,1,7,9,219,3.43,2.82,5.53,6.87,18.65,5.6,2004
LEGO Island 2  The Bricksters Revenge,PC,Adventure,IBM,9,7,2,150,1.93,3.78,2.55,3.43,11.69,2.69,2001
LEGO Island 2  The Bricksters Revenge,PS,Adventure,Frontier Developments,4,7,4,259,3,0.1,1.73,0.07,2.08,5.76,2001
LEGO Racers 2,PC,Racing,Ubisoft,1,7,4,206,5.41,2.75,5.28,6.76,20.2,5.44,2001
