title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Puzzle Quest 2,DS,Puzzle,IBM,8.0,5.0,5.0,253.0,3.0,0.11,5.34,1.2,6.77,2.72,2010
NBA Jam,PS3,Sports,IBM,9.0,4.0,6.0,243.0,3.0,0.22,1.67,0.12,2.41,2.42,2010
R Types,PSN,Shooter,IBM,1.0,6.0,3.0,100.0,6.2,3.46,2.06,6.71,18.43,2.61,2008
Bejeweled 3,PSN,Puzzle,Amazon Game Studios,1.0,10.0,9.0,225.0,5.51,3.95,3.09,5.38,17.93,2.73,2007
NEVES,DS,Puzzle,Electronic Arts,8.0,6.0,6.0,280.0,3.0,0.01,1.83,5.06,6.92,5.39,2007
Total Club Manager 2004,PS2,Sports,Electronic Arts,10.0,10.0,1.0,294.0,4.01,3.83,4.37,6.42,18.63,2.92,2003
Marvel vs. Capcom 2,PS2,Fighting,Electronic Arts,1.0,8.2,7.0,234.0,3.0,0.31,0.13,0.24,1.44,3.36,2002
NASCAR Heat,PS,Racing,Sony Computer Entertainment,10.0,3.0,7.0,212.0,3.0,0.22,1.72,0.15,2.48,6.92,2000
Mega Man Legends 2,PC,Adventure,Activision,10.0,10.0,7.0,69.0,7.65,3.16,3.65,5.86,20.32,3.96,2000
Sherlock Holmes  Crimes & Punishments,PS4,Adventure,Electronic Arts,10.0,2.0,7.0,136.0,3.0,0.1,2.32,0.14,2.85,3.26,2014
MLB SlugFest Loaded,PS2,Sports,Amazon Game Studios,4.0,10.0,10.0,154.0,3.0,0.14,2.25,0.11,2.8,4.6,2004
Yumemi Hakusho  Second Dream,PS2,Adventure,Omega,7.0,3.0,4.0,33.0,4.64,4.73,2.35,4.82,16.54,3.0,2008
Space Invaders Extreme 2,DS,Shooter,Ubisoft,5.0,8.1,1.0,109.0,3.0,0.17,4.28,0.01,4.65,6.43,2009
Deer Hunter,PS2,Sports,Ubisoft,7.0,1.0,2.0,167.0,3.0,0.14,1.29,0.11,1.82,3.39,2003
Simple 2000 Series Vol. 56  The Survival Game,PS2,Shooter,Ubisoft,1.0,1.0,6.0,51.0,2.96,2.83,5.16,3.37,14.32,4.93,2004
Higurashi no Nakukoru ni Kizuna  Dai Ichi Kan   Tatari,DS,Adventure,IBM,10.0,1.0,9.0,115.0,3.0,4.03,0.07,1.49,5.66,4.42,2008
Mega Airport  San Francisco,PC,Simulation,Electronic Arts,8.0,3.0,5.0,229.0,6.37,2.05,4.77,5.92,19.11,4.86,2011
Chicken Run,PC,Adventure,Sony Computer Entertainment,5.0,5.0,9.0,261.0,3.13,1.66,3.1,6.5,14.39,1.94,2001
Chobits   Chiidake no Hito,PS2,Adventure,Amazon Game Studios,3.0,6.0,1.0,240.0,3.86,1.06,3.6,2.94,11.46,5.72,2003
Hitman  Contracts,PC,Shooter,Ubisoft,4.0,4.0,5.0,277.0,1.61,3.1,4.86,5.45,15.02,5.45,2004
Call of Duty Classic,PSN,Shooter,Activision,3.0,7.5,10.0,60.0,2.15,2.94,4.41,4.68,14.18,3.11,2009
The Wild Thornberrys Movie,PC,Adventure,Ubisoft,5.0,9.0,1.0,256.0,3.63,4.32,2.6,4.76,15.31,6.26,2002
D Unit Drift Racing,PS2,Racing,Frontier Developments,5.0,6.0,7.0,41.0,1.5,1.73,3.79,2.92,9.94,4.96,2006
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,Sports,Activision,1.0,9.0,7.0,254.0,3.0,4.36,0.08,1.26,5.79,0.02,2000
Tetris Worlds,PS2,Puzzle,Sony Computer Entertainment,6.0,2.0,9.0,266.0,2.08,1.11,5.58,0.71,9.48,4.09,2002
Tennis no Oji Sama  DokiDoki Survival   Umibe no Secret,PS2,Sports,Sony Computer Entertainment,2.0,3.0,4.0,195.0,3.0,4.74,0.04,6.65,11.47,4.66,2007
Assault Armoroid Angelio,PC,Adventure,Electronic Arts,5.0,10.0,3.0,54.0,2.59,3.02,1.84,4.14,11.59,4.24,2002
Babysitting Mania,DS,Simulation,Amazon Game Studios,5.0,4.0,5.0,1.0,3.0,0.24,2.86,6.65,10.01,3.74,2008
Build a lot,PC,Simulation,Sony Computer Entertainment,5.0,8.0,9.0,68.0,5.25,4.69,3.42,6.91,20.27,3.54,2007
NCAA Football 08,PS2,Sports,Electronic Arts,2.0,7.0,1.0,115.0,3.0,0.65,4.19,0.03,5.66,4.55,2007
Dinosaur Hunt First Blood,PC,Shooter,Electronic Arts,10.0,6.0,6.0,86.0,1.97,2.47,3.22,1.05,8.71,3.0,2015
Rome  Caesars Will,PC,Adventure,Ubisoft,6.0,3.0,2.0,167.0,7.52,4.86,4.88,1.69,18.95,3.22,2000
NBA 2K7,PS3,Sports,Frontier Developments,1.0,8.1,4.0,113.0,3.0,0.3,1.18,0.04,1.9,4.77,2006
Battlecruiser Millennium  Gold Edition,PC,Simulation,Sony Computer Entertainment,4.0,6.0,9.0,38.0,3.01,4.06,3.28,4.65,15.0,1.9,2003
Monster Mayhem  Build and Battle,DS,Simulation,Omega,7.0,4.0,2.0,288.0,3.0,0.02,1.25,2.16,3.46,0.01,2009
SplashDown,PS2,Racing,Ubisoft,3.0,8.0,8.0,9.0,3.0,0.34,1.57,0.27,2.88,4.22,2001
Mezase   Tsuri Master DS,DS,Sports,Omega,4.0,9.0,3.0,289.0,3.0,1.33,0.01,6.27,7.62,3.22,2009
Arthur and the Invisibles,PC,Adventure,Sony Computer Entertainment,9.0,7.0,10.0,110.0,2.18,3.14,3.09,3.14,11.55,1.94,2007
Steven Seagal Lawman Firearms Qualification Game,PC,Shooter,IBM,6.0,9.0,10.0,294.0,2.68,1.87,5.74,1.33,11.62,2.48,2014
MotoGP 08,PS2,Racing,Ubisoft,6.0,6.0,6.0,52.0,3.0,0.01,5.0,6.6,11.83,3.77,2008
NG,PS4,Adventure,Sony Computer Entertainment,10.0,10.0,1.0,136.0,2.38,2.65,4.56,4.46,14.05,0.03,2019
Fukakutei Sekai no Tantei Shinshi Hard Core ,PC,Adventure,Frontier Developments,4.0,1.0,1.0,213.0,6.79,4.0,1.76,4.07,16.62,1.7,2001
World Racing,PC,Racing,Electronic Arts,5.0,5.0,7.0,284.0,7.52,7.11,4.61,3.88,23.12,2.22,2003
The BIGS,PS2,Sports,Frontier Developments,7.0,1.0,4.0,300.0,3.0,0.25,1.31,0.19,2.26,4.1,2007
Clutch,PC,Racing,Ubisoft,3.0,8.0,6.0,66.0,2.6,2.0,2.01,3.22,9.83,1.96,2009
Mahjong Zen,PC,Puzzle,Electronic Arts,8.0,9.0,7.0,137.0,7.21,2.08,4.57,2.78,16.64,5.3,2011
Air Ranger 2  Rescue Helicopter,PS2,Simulation,Activision,3.0,10.0,5.0,188.0,3.23,4.66,6.0,5.47,19.36,2.02,2002
Kinyoubi no Koneko,PC,Adventure,Electronic Arts,7.0,1.0,5.0,18.0,3.3,1.6,3.66,6.74,15.3,6.47,2003
Legend of Fae,PC,Puzzle,Ubisoft,8.0,8.0,3.0,117.0,2.95,2.02,1.13,4.43,10.53,5.1,2011
Star Wars  Bounty Hunter,PS2,Shooter,Amazon Game Studios,5.0,1.0,5.0,200.0,1.09,0.53,3.88,0.42,5.92,5.59,2002
CSI  3 Dimensions of Murder,PS2,Adventure,Ubisoft,5.0,3.0,5.0,231.0,3.0,0.07,2.9,0.06,3.17,5.09,2007
Jonas,DS,Adventure,Activision,1.0,9.0,10.0,271.0,3.0,0.27,1.88,2.66,5.11,5.86,2009
Kotoba no Puzzle  Mojipittan DS,DS,Puzzle,Ubisoft,5.0,8.0,9.0,130.0,3.0,3.98,0.37,6.07,10.79,1.74,2007
Vietcong  Fist Alpha,PC,Shooter,Electronic Arts,4.0,2.0,5.0,81.0,1.24,2.7,2.29,3.94,10.17,4.42,2004
Radical Rabbit Stew,PC,Puzzle,Omega,7.0,4.0,1.0,16.0,6.74,2.07,5.73,1.51,16.05,4.6,2015
Powerbike,DS,Racing,Electronic Arts,9.0,8.0,8.0,298.0,3.0,0.01,4.84,6.64,11.51,3.25,2009
The Simpsons  Road Rage,PS2,Racing,Activision,10.0,6.1,1.0,87.0,3.61,2.02,3.73,1.17,10.53,2.94,2001
I Spy Treasure Hunt,PC,Puzzle,Sony Computer Entertainment,5.0,7.0,10.0,155.0,6.97,7.17,4.06,6.02,24.22,2.69,2001
Myst IV  Revelation,PC,Adventure,Ubisoft,9.0,4.0,8.0,261.0,3.0,0.01,1.96,5.28,7.26,4.24,2004
Duke Nukem  Land of the Babes,PS,Shooter,Activision,7.0,2.0,8.0,247.0,3.0,0.04,1.15,0.03,1.3,3.6,2000
Bomberman,DS,Puzzle,Ubisoft,3.0,10.0,6.0,193.0,3.0,0.1,0.03,0.01,0.29,4.72,2005
Extreme Road Trip 2,PC,Racing,Ubisoft,8.0,2.0,8.0,225.0,6.24,1.74,3.99,1.83,13.8,4.55,2013
Burnout Crash ,PSN,Racing,Electronic Arts,8.0,7.0,8.0,224.0,2.33,3.62,3.36,2.51,11.82,4.64,2011
Cubixx HD,PSN,Puzzle,Sony Computer Entertainment,10.0,3.0,1.0,242.0,5.25,2.03,4.92,2.62,14.82,3.16,2011
Business Tycoon,PC,Simulation,Ubisoft,9.0,3.0,4.0,236.0,6.88,5.16,3.29,5.89,21.22,3.19,2000
Radio Helicopter,PS2,Simulation,Activision,4.0,10.0,3.0,94.0,4.47,2.79,1.53,3.78,12.57,3.59,2004
Cricket 2005,PS2,Sports,Electronic Arts,3.0,3.0,3.0,150.0,2.48,4.4,3.95,4.64,15.47,3.93,2005
Boogie Bunnies,PC,Puzzle,Omega,10.0,3.0,6.0,276.0,2.9,2.89,5.12,4.06,14.97,5.25,2008
Indigo Prophecy,PC,Adventure,Electronic Arts,2.0,4.0,6.0,58.0,3.0,3.28,5.11,0.02,8.43,6.06,2005
Star Trek  Starship Creator Warp II,PC,Simulation,Omega,3.0,6.0,2.0,240.0,6.92,7.3,4.35,2.77,21.34,1.36,2000
Monster Trucks DS,DS,Racing,Omega,4.0,3.0,6.0,225.0,3.0,0.07,5.42,5.49,11.06,5.48,2005
Diner Dash 2,PC,Puzzle,Electronic Arts,5.0,10.0,8.0,234.0,6.77,4.49,4.71,4.5,20.47,2.8,2008
Roland Garros 2005 powered by Smash Court Tennis,PS2,Sports,Omega,10.0,10.0,8.0,17.0,6.73,6.31,1.81,1.57,16.42,3.53,2005
AKB1 149  Love Election,PS3,Simulation,Ubisoft,9.0,1.0,8.0,281.0,3.0,3.92,0.08,2.11,6.19,0.03,2013
Smash Cars,PSN,Racing,Amazon Game Studios,2.0,6.0,2.0,274.0,4.08,3.39,4.12,6.26,17.85,4.75,2009
Toriko Hime,PC,Adventure,Ubisoft,9.0,7.0,6.0,161.0,5.6,3.63,5.84,3.99,19.06,6.43,2006
Tony Hawks Pro Skater 5,PS4,Sports,Activision,8.0,10.0,4.0,55.0,3.0,0.11,4.78,0.08,5.2,6.37,2015
Jack Orlando  A Cinematic Adventure,PC,Adventure,Ubisoft,6.0,8.0,5.0,186.0,3.5,3.91,5.5,5.38,18.29,3.56,2001
Jikkyou Powerful Pro Yakyuu 11,PS2,Sports,Ubisoft,5.0,9.0,5.0,192.0,3.0,3.15,0.42,3.88,7.87,4.98,2004
My Hero  Firefighter,DS,Simulation,Electronic Arts,3.0,9.0,1.0,31.0,3.0,3.61,5.65,4.57,13.84,6.85,2009
NASCAR Racing 4,PC,Racing,Activision,10.0,3.0,2.0,128.0,3.71,1.31,5.84,5.24,16.1,3.93,2001
Dragon Ball  Xenoverse,PS4,Fighting,Omega,8.0,10.0,3.0,2.16,5.53,3.98,5.93,1.9,17.34,3.48,2015
Battlefield 1942  The WW II Anthology,PC,Shooter,Electronic Arts,5.0,4.0,2.0,0.42,1.21,3.13,2.42,1.79,8.55,4.73,2004
GoldenEye  Rogue Agent,DS,Shooter,Electronic Arts,8.0,2.0,8.0,109.0,3.0,0.1,4.72,5.09,10.02,1.58,2005
Chaos Baby Ashimi 2,PC,Adventure,Frontier Developments,2.0,7.0,6.0,27.0,2.75,3.11,2.06,3.74,11.66,3.59,2001
Uwasa no Midori Kun   2 Futari no Midori ?,DS,Adventure,Sony Computer Entertainment,10.0,9.0,7.0,36.0,3.52,1.59,4.52,5.19,14.82,0.01,2008
Half Life 2  The Platinum Edition,PC,Shooter,Ubisoft,2.0,1.0,5.0,211.0,6.96,2.41,5.86,6.7,21.93,2.36,2006
Apathy  Narugami Gakuen Toshi Densetsu Tantei Kyoku,DS,Adventure,Sony Computer Entertainment,1.0,7.0,8.0,116.0,1.48,1.82,3.34,5.82,12.46,0.02,2007
Aero Elite  Combat Academy,PS2,Simulation,Omega,2.0,7.0,5.0,242.0,3.0,0.04,5.44,0.03,5.58,4.93,2003
Kerbal Space Program 2,PS4,Simulation,Electronic Arts,7.0,2.0,5.0,5.0,5.86,3.33,1.16,2.83,13.18,5.61,2020
Cars  Radiator Springs Adventure,PC,Racing,Omega,3.0,1.0,9.0,59.0,2.48,5.58,4.81,5.15,18.02,4.99,2006
Greg Hastings Paintball 2,PS3,Shooter,Amazon Game Studios,10.0,4.0,2.0,252.0,3.0,0.03,4.03,5.35,9.45,2.0,2010
Burnout Paradise,PS3,Racing,Activision,2.0,9.0,6.0,157.0,1.95,1.01,0.02,0.63,3.61,0.03,2008
Penny Arcade Adventures  On the Rain Slick Precipice of Darkness Episode One,PSN,Adventure,Amazon Game Studios,5.0,10.0,9.0,117.0,3.2,3.37,2.06,6.85,15.48,3.04,2008
Winning Post World 8,PS3,Sports,Omega,9.0,4.0,6.0,5.0,3.0,7.6,0.05,4.06,11.76,4.07,2014
Next Life,PC,Adventure,Electronic Arts,5.0,5.0,10.0,296.0,3.29,4.17,5.93,5.29,18.68,3.33,2007
Mysteryville 2,PC,Puzzle,Activision,1.0,1.0,8.0,73.0,3.13,4.42,1.45,1.32,10.32,3.89,2008
Lara Croft Go,PS4,Puzzle,Sony Computer Entertainment,7.0,10.0,5.0,128.0,4.22,4.27,2.06,4.49,15.04,3.16,2005
Pixel Puzzles  Japan,PC,Puzzle,Ubisoft,9.0,6.0,6.0,0.25,4.41,2.92,3.78,3.92,15.03,1.48,2014
Left 4 Dead 2  The Sacrifice,PC,Shooter,Electronic Arts,10.0,1.0,4.0,149.0,6.98,1.39,2.95,1.88,13.2,3.41,2010
Microsoft Flight Simulator 2004  A Century of Flight,PC,Simulation,Omega,1.0,6.0,2.0,107.0,3.0,3.17,5.23,0.06,8.53,2.88,2003
Learn Math,DS,Puzzle,Electronic Arts,6.0,6.0,8.0,193.0,3.0,0.12,3.44,2.25,5.94,0.01,2009
Worldwide Soccer Manager 2009,PC,Simulation,Amazon Game Studios,5.0,2.0,5.0,270.0,1.15,6.9,3.56,1.15,12.76,5.66,2008
Gambler Densetsu Tetsuya Digest,PS2,Adventure,Activision,1.0,3.0,8.0,281.0,1.53,1.74,2.16,4.01,9.44,2.53,2004
Panic Palette,PS2,Adventure,Frontier Developments,2.0,4.0,7.0,255.0,4.12,4.69,5.08,4.73,18.62,5.35,2007
Slime Rancher,Linux,Simulation,Electronic Arts,9.0,6.0,8.0,71.0,2.96,3.17,2.78,4.92,13.83,5.23,2017
summer   ,PS2,Adventure,Activision,4.0,5.0,2.0,191.0,5.24,1.46,5.25,4.86,16.81,3.86,2006
Tiger Woods PGA Tour 2003,PC,Sports,Electronic Arts,1.0,6.0,9.0,251.0,6.06,3.96,5.99,5.52,21.53,3.0,2002
7 Wonders of the Ancient World,PSN,Puzzle,Frontier Developments,1.0,5.4,8.0,193.0,5.2,4.38,3.32,3.2,16.1,3.15,2009
Shoppe Keep,PC,Simulation,Amazon Game Studios,4.0,4.0,1.0,0.19,3.48,1.72,3.46,2.35,11.01,4.23,2006
Eureka Seven Vol. 2  The New Vision,PS2,Shooter,Activision,6.0,5.0,9.0,188.0,3.0,2.1,0.02,2.41,4.55,1.27,2007
Psychic Force Complete,PS2,Fighting,Ubisoft,8.0,4.0,1.0,267.0,7.78,7.48,1.87,1.91,19.04,4.6,2005
Aquattack ,PSN,Puzzle,IBM,6.0,9.0,10.0,99.0,2.34,4.38,4.97,4.6,16.29,5.71,2010
Watashi no Relaxuma,DS,Simulation,Sony Computer Entertainment,2.0,2.0,5.0,5.0,3.0,1.94,0.04,5.49,7.51,4.86,2007
Cabelas Monster Bass,PS2,Sports,Activision,9.0,7.0,5.0,151.0,7.88,2.81,5.47,4.52,20.68,0.01,2007
Bloody Roar 3,PS2,Fighting,Activision,7.0,2.0,10.0,283.0,3.0,0.15,0.05,0.11,0.66,1.08,2001
Stupid Invaders,PC,Adventure,Ubisoft,6.0,1.0,9.0,154.0,6.98,7.6,2.91,6.21,23.7,3.5,2001
Star Defender 4,PC,Shooter,Activision,3.0,3.0,4.0,151.0,2.75,2.68,4.97,2.86,13.26,4.48,2007
City Crisis,PS2,Simulation,Omega,1.0,4.0,6.0,264.0,3.0,0.06,2.84,0.05,3.08,4.7,2001
Alpha Prime,PC,Shooter,Sony Computer Entertainment,10.0,10.0,2.0,53.0,5.79,3.07,1.36,3.44,13.66,3.5,2007
Jikkyou Powerful Pro Yakyuu 2001,PS,Sports,Sony Computer Entertainment,9.0,4.0,3.0,236.0,3.0,3.01,0.23,2.42,5.9,0.03,2001
The Wild Thornberrys  Animal Adventures,PS,Adventure,IBM,1.0,2.0,1.0,158.0,3.0,0.1,3.35,0.07,3.69,3.34,2000
Pro Evolution Soccer 2014,PS3,Sports,Electronic Arts,10.0,8.3,8.0,115.0,1.08,0.03,0.51,0.46,2.08,3.68,2013
IGPX  Immortal Grand Prix,PS2,Racing,Electronic Arts,4.0,7.0,10.0,215.0,3.8,2.66,3.67,5.72,15.85,3.0,2006
Pony Friends  Mini Breeds Edition,DS,Simulation,Activision,10.0,5.0,1.0,260.0,3.0,0.05,3.62,2.16,5.88,6.65,2008
ATV Racers,PSN,Racing,Sony Computer Entertainment,8.0,2.0,4.0,265.0,7.67,4.8,1.76,6.67,20.9,5.51,2010
Paws & Claws Pet Vet  Australian Adventures,PC,Simulation,Omega,7.0,4.0,5.0,220.0,1.19,3.5,1.08,6.69,12.46,0.02,2008
Vancouver 2010   The Official Video Game of the Olympic Winter Games,PC,Sports,Amazon Game Studios,6.0,5.0,6.0,265.0,7.63,7.85,3.27,1.06,19.81,3.11,2010
Dead to Rights II,PC,Shooter,Amazon Game Studios,2.0,3.0,9.0,49.0,4.39,1.44,4.84,6.91,17.58,2.49,2005
Knockout Kings 2001,PS2,Fighting,Amazon Game Studios,6.0,5.0,4.0,74.0,3.0,0.28,5.85,0.21,6.9,1.22,2001
Time Crisis 4,PS3,Shooter,Omega,6.0,6.1,9.0,112.0,3.0,0.32,0.05,0.32,1.52,1.28,2007
Sega Bass Fishing,PC,Sports,Activision,10.0,5.0,6.0,109.0,2.02,3.76,2.65,2.74,11.17,3.62,2001
Bundesliga Manager,PC,Sports,Omega,3.0,3.0,5.0,61.0,4.61,1.57,4.35,2.31,12.84,1.3,2008
Tennis no Oji Sama  Doubles no Oji Sama   Boys  Be Glorious ,DS,Sports,Ubisoft,5.0,7.0,10.0,156.0,3.0,1.31,0.01,3.77,5.1,3.95,2009
Nexuiz,PSN,Shooter,Activision,10.0,10.0,8.0,5.0,1.44,5.97,2.92,4.26,14.59,2.0,2012
Ride 3,PC,Racing,Frontier Developments,10.0,8.0,5.0,133.0,1.57,1.49,4.86,3.59,11.51,5.77,2018
Edel Blume,PS2,Adventure,Amazon Game Studios,10.0,5.0,8.0,53.0,3.0,3.42,0.01,4.36,7.8,2.43,2008
TrackMania² Valley,PC,Racing,Ubisoft,10.0,3.0,2.0,90.0,1.17,1.75,3.48,4.43,10.83,2.57,2013
Tony Hawks Motion,DS,Sports,Activision,6.0,7.0,10.0,244.0,3.0,0.19,1.33,5.64,7.37,3.93,2008
Among The Sleep,PS4,Adventure,Frontier Developments,9.0,4.0,7.0,293.0,3.1,5.86,2.39,4.08,15.43,4.26,2016
My Pet Hotel 2,PC,Simulation,Electronic Arts,5.0,7.0,3.0,226.0,3.54,1.07,2.81,2.25,9.67,2.1,2008
NBA 2K14,PS3,Sports,Frontier Developments,9.0,6.0,10.0,273.0,2.22,1.45,0.04,0.34,4.05,6.33,2013
Monster Frenzy,DS,Puzzle,Electronic Arts,6.0,5.0,9.0,294.0,3.0,0.01,3.35,5.19,8.56,1.24,2010
The History Channel  Civil War   A Nation Divided,PS2,Shooter,Activision,6.0,7.0,8.0,266.0,2.03,2.09,3.04,4.46,11.62,3.96,2006
Cabelas Big Game Hunter 2005 Adventures,PS2,Sports,Activision,4.0,9.0,6.0,22.0,3.0,0.28,4.6,0.21,5.65,0.02,2004
Brian Lara International Cricket 2007,PC,Sports,Electronic Arts,9.0,10.0,4.0,31.0,1.37,1.31,2.56,3.11,8.35,5.5,2007
MySims Party,DS,Simulation,Electronic Arts,2.0,6.0,4.0,139.0,3.0,0.15,5.89,0.12,6.46,1.28,2009
Okaeri  Chibi Robo  Happy Richie Oosouji,DS,Adventure,Ubisoft,6.0,10.0,7.0,105.0,3.0,1.55,0.14,1.91,3.74,0.01,2009
Championship Manager 5,PC,Sports,Sony Computer Entertainment,8.0,8.0,5.0,153.0,5.04,3.39,5.24,6.38,20.05,4.53,2005
Yanya Caballista  City Skater,PS2,Sports,Omega,8.0,6.0,8.0,196.0,3.0,0.02,2.12,0.02,2.21,3.23,2001
The Awesome Adventures of Captain Spirit,PS4,Adventure,Activision,10.0,9.0,5.0,271.0,1.56,1.15,5.91,2.92,11.54,5.86,2018
The BIGS 2,PS3,Sports,Frontier Developments,9.0,10.0,5.0,134.0,3.0,0.12,1.7,1.5,3.45,0.03,2009
Hidden Mysteries  Buckingham Palace,PC,Puzzle,Activision,9.0,2.0,9.0,96.0,4.28,4.47,4.97,4.49,18.21,5.77,2015
Breakout,PS,Puzzle,Electronic Arts,9.0,4.9,5.0,159.0,3.0,0.06,4.18,0.04,4.39,6.08,2000
DROD RPG  Tendrys Tale,PC,Puzzle,Frontier Developments,10.0,6.0,4.0,222.0,5.95,3.56,4.65,3.27,17.43,2.96,2008
The Culling II,PS4,Shooter,Sony Computer Entertainment,5.0,6.0,9.0,69.0,3.53,1.65,2.31,5.59,13.08,1.64,2001
Firewall  Zero Hour,PS4,Shooter,Sony Computer Entertainment,7.0,7.0,3.0,77.0,3.0,0.14,0.02,0.16,0.69,2.33,2018
American McGee presents ScrapLand,PC,Adventure,Sony Computer Entertainment,5.0,5.0,8.0,291.0,5.51,2.1,4.65,4.42,16.68,4.72,2004
NHL 2003,PC,Sports,Activision,4.0,9.0,2.0,81.0,6.09,1.77,4.54,1.85,14.25,7.89,2002
J.U.L.I.A. Among the Stars,PC,Adventure,Activision,6.0,3.0,6.0,179.0,4.47,2.27,5.76,1.16,13.66,5.29,2012
Fukakutei Sekai no Tantei Shinshi  Super Value Pack,PC,Adventure,Ubisoft,9.0,10.0,2.0,237.0,5.2,4.15,1.84,4.74,15.93,2.03,2004
Madden NFL 17,PS3,Sports,Frontier Developments,9.0,8.0,1.0,16.0,3.0,0.15,4.21,0.05,4.66,5.72,2016
Farming Simulator,PC,Simulation,Sony Computer Entertainment,1.0,8.0,3.0,150.0,5.63,6.3,3.88,4.44,20.25,5.59,2009
Caspers Scare School,PS2,Adventure,Amazon Game Studios,7.0,6.0,8.0,74.0,3.96,3.24,3.95,3.68,14.83,4.23,2008
Vesta,PC,Puzzle,Omega,8.0,9.0,8.0,206.0,6.88,2.51,2.45,5.6,17.44,2.6,2018
Dreamer Series  Babysitter,DS,Simulation,Electronic Arts,4.0,9.0,6.0,115.0,3.0,0.05,4.79,4.73,9.63,7.97,2009
Wolfenstein II  The New Colossus,PC,Shooter,Electronic Arts,8.0,9.0,10.0,0.55,6.63,4.91,3.67,3.41,18.62,3.28,2017
Total Overdose  A Gunslingers Tale in Mexico,PS2,Shooter,Activision,6.0,4.0,3.0,226.0,3.0,0.04,1.12,0.04,1.29,5.72,2005
Shinkyoku Soukai Polyphonica,PS2,Adventure,IBM,2.0,5.0,5.0,84.0,3.0,4.29,0.02,1.9,6.23,5.84,2007
Bomberman Ultra,PSN,Puzzle,Activision,8.2,8.0,5.0,27.0,2.53,2.35,6.0,5.44,16.32,5.86,2009
Inspector Gadget  Gadgets Crazy Maze,PS,Puzzle,Ubisoft,6.0,9.0,3.0,135.0,3.0,0.03,5.59,0.02,5.69,5.17,2001
Legends of WrestleMania,PS3,Fighting,Amazon Game Studios,7.0,4.0,7.0,178.0,3.0,0.3,1.05,0.17,2.07,1.94,2009
Test Drive Unlimited,PS2,Racing,Electronic Arts,8.0,7.3,2.0,265.0,5.39,4.9,1.61,3.58,15.48,5.34,2007
Petz Fantasy  Sunshine Magic,DS,Simulation,Ubisoft,10.0,9.0,3.0,242.0,3.0,0.07,3.28,6.02,9.45,3.41,2010
The Bee Game,DS,Adventure,Sony Computer Entertainment,5.0,10.0,6.0,133.0,3.0,0.17,4.04,6.49,10.89,2.55,2007
Driven,PS2,Racing,Activision,9.0,1.0,7.0,146.0,3.0,0.08,2.65,0.06,2.94,5.34,2001
Men in Black II  Crossfire,PC,Adventure,Frontier Developments,8.0,10.0,1.0,94.0,4.59,4.74,2.17,5.84,17.34,2.64,2002
Tennis World Tour,PC,Sports,Electronic Arts,9.0,8.0,4.0,200.0,1.84,1.41,2.29,2.72,8.26,2.24,2018
Abandoner,PC,Adventure,Sony Computer Entertainment,3.0,9.0,6.0,157.0,1.65,4.06,4.87,6.84,17.42,1.74,2004
Vanishing Point,PS,Racing,Sony Computer Entertainment,5.0,1.0,6.0,152.0,3.0,0.06,3.7,0.04,3.9,4.12,2001
Major League Baseball 2K5  World Series Edition,PS2,Sports,Frontier Developments,7.0,9.0,9.0,249.0,1.93,2.29,1.56,2.65,8.43,5.29,2005
Kurokami Otome Tai Re Birth,PC,Adventure,Omega,1.0,5.0,8.0,102.0,4.05,1.05,1.23,4.24,10.57,5.91,2006
Puzzle City,DS,Puzzle,Frontier Developments,1.0,9.0,7.0,2.0,3.0,0.02,3.1,6.07,9.21,2.09,2009
Streamline,PC,Sports,Omega,9.0,6.0,10.0,0.25,3.65,2.77,1.43,4.18,12.03,1.84,2016
Brothers  A Tale of Two Sons,PS3,Adventure,Ubisoft,6.0,5.0,2.0,130.0,1.17,3.83,4.01,5.98,14.99,1.23,2013
Dragon Ball Z  Infinite World,PS2,Fighting,Electronic Arts,7.0,3.0,8.0,172.0,3.0,0.08,0.21,0.06,0.71,3.57,2008
Air Battles  Sky Defender,PC,Simulation,Frontier Developments,7.0,4.0,4.0,44.0,5.98,4.3,2.78,4.99,18.05,2.69,2007
Alice Greenfingers,PC,Puzzle,Activision,5.0,6.0,3.0,115.0,5.98,1.81,2.31,5.59,15.69,1.09,2007
Pro Yakyuu Spirits 2014,PS3,Sports,Sony Computer Entertainment,6.0,1.0,6.0,34.0,3.0,4.73,0.14,6.57,11.58,3.24,2014
Control,PC,Adventure,Ubisoft,8.0,5.0,2.0,163.0,5.63,1.77,5.81,6.67,19.88,0.01,2019
Nancy Drew  The Final Scene,PC,Adventure,Ubisoft,10.0,7.0,5.0,60.0,6.57,4.41,3.03,5.56,19.57,3.68,2001
Injustice  Gods Among Us,PC,Fighting,Sony Computer Entertainment,9.0,9.0,4.0,238.0,6.38,2.6,4.8,5.21,18.99,0.03,2013
Blood Bowl,PSN,Sports,IBM,6.0,5.0,8.0,235.0,1.73,4.53,2.7,3.19,12.15,2.27,2010
FIFA Manager 06,PC,Sports,Electronic Arts,6.0,6.0,1.0,115.0,2.12,1.56,2.04,6.99,12.71,2.18,2005
Puzzle City,PC,Puzzle,Frontier Developments,9.0,7.0,8.0,266.0,2.06,2.31,5.77,2.6,12.74,5.17,2008
